ScanID,QRType,MachineID,MachineName,TechID,TechName,ScanDateTime,LinkedWOID,Action,CellID
SC-000698,Technician QR,,,TECH-10,Naveen Raj,2025-07-31T21:01:00,,Open My PM List,
SC-000699,Machine QR,MC-021,Assembly Stn AS-03,TECH-05,Prakash R,2025-08-01T13:46:00,,View Last PM,CELL-05
SC-000700,Technician QR,,,TECH-02,Suresh Babu,2025-08-01T19:26:00,,Open My PM List,
SC-000701,Machine QR,MC-016,Tempering Furnace TF-01,TECH-07,Ramesh Chandran,2025-08-01T21:34:00,,Report Breakdown,CELL-04
SC-000702,Machine QR,MC-021,Assembly Stn AS-03,TECH-05,Prakash R,2025-08-02T08:07:00,,Record Spare Replaced,CELL-05
SC-000703,Technician QR,,,TECH-03,Mohammed Rafi,2025-08-02T12:16:00,,Open My PM List,
SC-000704,Technician QR,,,TECH-02,Suresh Babu,2025-08-02T22:46:00,,Open My PM List,
SC-000705,Technician QR,,,TECH-03,Mohammed Rafi,2025-08-03T08:04:00,,Open My PM List,
SC-000706,Machine QR,MC-026,Paint Chiller CH-02,TECH-04,Vignesh S,2025-08-03T18:04:00,,Report Breakdown,CELL-06
SC-000707,Machine QR,MC-030,Weld Compressor AC-02,TECH-06,Deepak Nair,2025-08-03T18:54:00,,View Last PM,CELL-07
SC-000708,Technician QR,,,TECH-07,Ramesh Chandran,2025-08-03T21:08:00,,Open My PM List,
SC-000709,Technician QR,,,TECH-04,Vignesh S,2025-08-04T09:05:00,,Open My PM List,
SC-000710,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-08,Karthik V,2025-08-04T15:29:00,,View Last PM,CELL-04
SC-000711,Technician QR,,,TECH-01,Arun Kumar,2025-08-04T19:25:00,,Open My PM List,
SC-000712,Technician QR,,,TECH-10,Naveen Raj,2025-08-05T06:35:00,,Open My PM List,
SC-000713,Technician QR,,,TECH-01,Arun Kumar,2025-08-05T08:49:00,,Open My PM List,
SC-000714,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-01,Arun Kumar,2025-08-05T13:04:00,,View Last PM,CELL-07
SC-000715,Machine QR,MC-019,Assembly Stn AS-01,TECH-10,Naveen Raj,2025-08-05T14:38:00,WO-00195,Start PM Checklist,CELL-05
SC-000716,Technician QR,,,TECH-08,Karthik V,2025-08-05T16:28:00,,Open My PM List,
SC-000717,Machine QR,MC-031,Hyd Press HP-01,TECH-08,Karthik V,2025-08-06T08:24:00,WO-00253,Start PM Checklist,CELL-08
SC-000718,Machine QR,MC-015,Sealed Quench SQ-02,TECH-02,Suresh Babu,2025-08-06T09:11:00,,Report Breakdown,CELL-04
SC-000719,Machine QR,MC-010,Gear Hobber GH-01,TECH-02,Suresh Babu,2025-08-06T14:40:00,WO-00100,Start PM Checklist,CELL-03
SC-000720,Technician QR,,,TECH-10,Naveen Raj,2025-08-07T07:20:00,,Open My PM List,
SC-000721,Technician QR,,,TECH-07,Ramesh Chandran,2025-08-07T08:31:00,,Open My PM List,
SC-000722,Technician QR,,,TECH-08,Karthik V,2025-08-07T10:40:00,,Open My PM List,
SC-000723,Machine QR,MC-009,VMC MC-02,TECH-09,Sathish Kumar,2025-08-07T13:06:00,,View Last PM,CELL-02
SC-000724,Machine QR,MC-004,Bar Feeder BF-01,TECH-04,Vignesh S,2025-08-07T13:23:00,,Record Spare Replaced,CELL-01
SC-000725,Technician QR,,,TECH-07,Ramesh Chandran,2025-08-07T14:53:00,,Open My PM List,
SC-000726,Machine QR,MC-013,Deburring Unit DB-01,TECH-02,Suresh Babu,2025-08-07T14:56:00,,Log Abnormality,CELL-03
SC-000727,Machine QR,MC-010,Gear Hobber GH-01,TECH-04,Vignesh S,2025-08-09T07:15:00,,Record Spare Replaced,CELL-03
SC-000728,Machine QR,MC-030,Weld Compressor AC-02,TECH-09,Sathish Kumar,2025-08-09T11:29:00,WO-00236,Start PM Checklist,CELL-07
SC-000729,Machine QR,MC-022,Leak Test Rig LT-01,TECH-04,Vignesh S,2025-08-09T18:11:00,,Request Spare,CELL-05
SC-000730,Machine QR,MC-001,CNC Lathe TL-01,TECH-10,Naveen Raj,2025-08-09T22:48:00,,View Last PM,CELL-01
SC-000731,Technician QR,,,TECH-07,Ramesh Chandran,2025-08-10T10:37:00,,Open My PM List,
SC-000732,Technician QR,,,TECH-07,Ramesh Chandran,2025-08-10T15:13:00,,Open My PM List,
SC-000733,Technician QR,,,TECH-09,Sathish Kumar,2025-08-10T18:55:00,,Open My PM List,
SC-000734,Machine QR,MC-033,Press Feeder PF-01,TECH-08,Karthik V,2025-08-10T22:29:00,,View Last PM,CELL-08
SC-000735,Technician QR,,,TECH-09,Sathish Kumar,2025-08-11T06:36:00,,Open My PM List,
SC-000736,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-03,Mohammed Rafi,2025-08-11T11:34:00,,Report Breakdown,CELL-07
SC-000737,Technician QR,,,TECH-03,Mohammed Rafi,2025-08-11T16:26:00,,Open My PM List,
SC-000738,Machine QR,MC-021,Assembly Stn AS-03,TECH-02,Suresh Babu,2025-08-11T19:32:00,,Report Breakdown,CELL-05
SC-000739,Machine QR,MC-004,Bar Feeder BF-01,TECH-05,Prakash R,2025-08-12T22:22:00,,View Last PM,CELL-01
SC-000740,Machine QR,MC-020,Assembly Stn AS-02,TECH-10,Naveen Raj,2025-08-13T10:36:00,WO-00196,Start PM Checklist,CELL-05
SC-000741,Machine QR,MC-002,CNC Lathe TL-02,TECH-01,Arun Kumar,2025-08-13T13:04:00,WO-00017,Start PM Checklist,CELL-01
SC-000742,Machine QR,MC-011,Gear Hobber GH-02,TECH-01,Arun Kumar,2025-08-13T16:19:00,WO-00101,Start PM Checklist,CELL-03
SC-000743,Technician QR,,,TECH-04,Vignesh S,2025-08-13T18:02:00,,Open My PM List,
SC-000744,Technician QR,,,TECH-10,Naveen Raj,2025-08-13T19:04:00,,Open My PM List,
SC-000745,Technician QR,,,TECH-02,Suresh Babu,2025-08-14T06:47:00,,Open My PM List,
SC-000746,Technician QR,,,TECH-06,Deepak Nair,2025-08-14T07:09:00,,Open My PM List,
SC-000747,Technician QR,,,TECH-10,Naveen Raj,2025-08-15T14:27:00,,Open My PM List,
SC-000748,Technician QR,,,TECH-09,Sathish Kumar,2025-08-15T15:18:00,,Open My PM List,
SC-000749,Technician QR,,,TECH-09,Sathish Kumar,2025-08-15T20:59:00,,Open My PM List,
SC-000750,Machine QR,MC-008,VMC MC-01,TECH-02,Suresh Babu,2025-08-16T09:32:00,,Request Spare,CELL-02
SC-000751,Technician QR,,,TECH-02,Suresh Babu,2025-08-16T14:32:00,,Open My PM List,
SC-000752,Machine QR,MC-021,Assembly Stn AS-03,TECH-10,Naveen Raj,2025-08-16T15:35:00,WO-00197,Start PM Checklist,CELL-05
SC-000753,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-03,Mohammed Rafi,2025-08-16T21:05:00,,Report Breakdown,CELL-07
SC-000754,Machine QR,MC-016,Tempering Furnace TF-01,TECH-08,Karthik V,2025-08-16T21:32:00,,View Last PM,CELL-04
SC-000755,Machine QR,MC-032,Hyd Press HP-02,TECH-05,Prakash R,2025-08-17T18:24:00,,Log Abnormality,CELL-08
SC-000756,Technician QR,,,TECH-05,Prakash R,2025-08-18T15:55:00,,Open My PM List,
SC-000757,Technician QR,,,TECH-03,Mohammed Rafi,2025-08-18T19:42:00,,Open My PM List,
SC-000758,Machine QR,MC-023,Assy Conveyor CV-01,TECH-08,Karthik V,2025-08-19T09:58:00,,Report Breakdown,CELL-05
SC-000759,Technician QR,,,TECH-03,Mohammed Rafi,2025-08-20T09:50:00,,Open My PM List,
SC-000760,Machine QR,MC-014,Sealed Quench SQ-01,TECH-02,Suresh Babu,2025-08-20T12:01:00,,View Last PM,CELL-04
SC-000761,Machine QR,MC-032,Hyd Press HP-02,TECH-04,Vignesh S,2025-08-20T12:35:00,WO-00254,Start PM Checklist,CELL-08
SC-000762,Machine QR,MC-012,Gear Shaver GS-01,TECH-03,Mohammed Rafi,2025-08-21T12:36:00,WO-00102,Start PM Checklist,CELL-03
SC-000763,Technician QR,,,TECH-10,Naveen Raj,2025-08-21T20:35:00,,Open My PM List,
SC-000764,Machine QR,MC-015,Sealed Quench SQ-02,TECH-07,Ramesh Chandran,2025-08-21T20:55:00,,Log Abnormality,CELL-04
SC-000765,Machine QR,MC-001,CNC Lathe TL-01,TECH-01,Arun Kumar,2025-08-22T08:22:00,,View Last PM,CELL-01
SC-000766,Machine QR,MC-022,Leak Test Rig LT-01,TECH-10,Naveen Raj,2025-08-22T12:50:00,WO-00198,Start PM Checklist,CELL-05
SC-000767,Technician QR,,,TECH-09,Sathish Kumar,2025-08-22T13:44:00,,Open My PM List,
SC-000768,Machine QR,MC-006,CNC Lathe TL-04,TECH-06,Deepak Nair,2025-08-22T14:09:00,,Request Spare,CELL-02
SC-000769,Machine QR,MC-005,Chip Conveyor CC-01,TECH-10,Naveen Raj,2025-08-22T16:01:00,,View Last PM,CELL-01
SC-000770,Machine QR,MC-002,CNC Lathe TL-02,TECH-09,Sathish Kumar,2025-08-22T21:08:00,,Record Spare Replaced,CELL-01
SC-000771,Machine QR,MC-032,Hyd Press HP-02,TECH-09,Sathish Kumar,2025-08-23T07:56:00,,Log Abnormality,CELL-08
SC-000772,Technician QR,,,TECH-07,Ramesh Chandran,2025-08-23T08:22:00,,Open My PM List,
SC-000773,Technician QR,,,TECH-08,Karthik V,2025-08-23T11:10:00,,Open My PM List,
SC-000774,Technician QR,,,TECH-05,Prakash R,2025-08-23T14:42:00,,Open My PM List,
SC-000775,Machine QR,MC-013,Deburring Unit DB-01,TECH-08,Karthik V,2025-08-24T09:09:00,,Log Abnormality,CELL-03
SC-000776,Technician QR,,,TECH-08,Karthik V,2025-08-24T22:12:00,,Open My PM List,
SC-000777,Machine QR,MC-023,Assy Conveyor CV-01,TECH-10,Naveen Raj,2025-08-25T12:08:00,WO-00199,Start PM Checklist,CELL-05
SC-000778,Technician QR,,,TECH-09,Sathish Kumar,2025-08-25T21:16:00,,Open My PM List,
SC-000779,Technician QR,,,TECH-05,Prakash R,2025-08-26T17:22:00,,Open My PM List,
SC-000780,Machine QR,MC-013,Deburring Unit DB-01,TECH-02,Suresh Babu,2025-08-26T17:49:00,WO-00103,Start PM Checklist,CELL-03
SC-000781,Machine QR,MC-005,Chip Conveyor CC-01,TECH-01,Arun Kumar,2025-08-26T18:57:00,WO-00020,Start PM Checklist,CELL-01
SC-000782,Technician QR,,,TECH-01,Arun Kumar,2025-08-26T21:40:00,,Open My PM List,
SC-000783,Machine QR,MC-029,Positioner PZ-01,TECH-03,Mohammed Rafi,2025-08-27T12:45:00,,View Last PM,CELL-07
SC-000784,Technician QR,,,TECH-10,Naveen Raj,2025-08-27T16:26:00,,Open My PM List,
SC-000785,Machine QR,MC-033,Press Feeder PF-01,TECH-08,Karthik V,2025-08-27T17:27:00,,Report Breakdown,CELL-08
SC-000786,Technician QR,,,TECH-06,Deepak Nair,2025-08-28T10:51:00,,Open My PM List,
SC-000787,Machine QR,MC-019,Assembly Stn AS-01,TECH-02,Suresh Babu,2025-08-28T16:07:00,,View Last PM,CELL-05
SC-000788,Machine QR,MC-001,CNC Lathe TL-01,TECH-05,Prakash R,2025-08-28T18:32:00,,View Last PM,CELL-01
SC-000789,Technician QR,,,TECH-05,Prakash R,2025-08-28T19:01:00,,Open My PM List,
SC-000790,Technician QR,,,TECH-04,Vignesh S,2025-08-28T21:29:00,,Open My PM List,
SC-000791,Machine QR,MC-004,Bar Feeder BF-01,TECH-06,Deepak Nair,2025-08-29T09:00:00,,Report Breakdown,CELL-01
SC-000792,Machine QR,MC-026,Paint Chiller CH-02,TECH-03,Mohammed Rafi,2025-08-29T09:21:00,,View Last PM,CELL-06
SC-000793,Machine QR,MC-001,CNC Lathe TL-01,TECH-04,Vignesh S,2025-08-29T14:11:00,,View Last PM,CELL-01
SC-000794,Technician QR,,,TECH-04,Vignesh S,2025-08-30T06:08:00,,Open My PM List,
SC-000795,Technician QR,,,TECH-10,Naveen Raj,2025-08-30T10:12:00,,Open My PM List,
SC-000796,Technician QR,,,TECH-02,Suresh Babu,2025-08-30T17:19:00,,Open My PM List,
SC-000797,Machine QR,MC-031,Hyd Press HP-01,TECH-04,Vignesh S,2025-08-30T18:27:00,,View Last PM,CELL-08
SC-000798,Technician QR,,,TECH-02,Suresh Babu,2025-08-31T08:47:00,,Open My PM List,
SC-000799,Technician QR,,,TECH-07,Ramesh Chandran,2025-08-31T10:29:00,,Open My PM List,
SC-000800,Machine QR,MC-006,CNC Lathe TL-04,TECH-07,Ramesh Chandran,2025-08-31T12:09:00,,View Last PM,CELL-02
SC-000801,Machine QR,MC-024,Paint Booth PB-01,TECH-02,Suresh Babu,2025-09-01T08:11:00,,Log Abnormality,CELL-06
SC-000802,Technician QR,,,TECH-06,Deepak Nair,2025-09-01T08:41:00,,Open My PM List,
SC-000803,Machine QR,MC-001,CNC Lathe TL-01,TECH-05,Prakash R,2025-09-01T16:57:00,,Report Breakdown,CELL-01
SC-000804,Machine QR,MC-025,Curing Oven CO-01,TECH-06,Deepak Nair,2025-09-01T21:27:00,,Report Breakdown,CELL-06
SC-000805,Technician QR,,,TECH-08,Karthik V,2025-09-03T16:51:00,,Open My PM List,
SC-000806,Machine QR,MC-008,VMC MC-01,TECH-08,Karthik V,2025-09-03T19:58:00,,Request Spare,CELL-02
SC-000807,Technician QR,,,TECH-04,Vignesh S,2025-09-04T09:04:00,,Open My PM List,
SC-000808,Machine QR,MC-004,Bar Feeder BF-01,TECH-06,Deepak Nair,2025-09-05T10:18:00,,Report Breakdown,CELL-01
SC-000809,Machine QR,MC-006,CNC Lathe TL-04,TECH-08,Karthik V,2025-09-05T20:41:00,,Report Breakdown,CELL-02
SC-000810,Technician QR,,,TECH-06,Deepak Nair,2025-09-05T22:28:00,,Open My PM List,
SC-000811,Technician QR,,,TECH-07,Ramesh Chandran,2025-09-06T11:54:00,,Open My PM List,
SC-000812,Machine QR,MC-006,CNC Lathe TL-04,TECH-09,Sathish Kumar,2025-09-06T15:29:00,,Log Abnormality,CELL-02
SC-000813,Machine QR,MC-004,Bar Feeder BF-01,TECH-02,Suresh Babu,2025-09-06T17:26:00,WO-00019,Start PM Checklist,CELL-01
SC-000814,Machine QR,MC-006,CNC Lathe TL-04,TECH-07,Ramesh Chandran,2025-09-06T21:42:00,,Request Spare,CELL-02
SC-000815,Technician QR,,,TECH-07,Ramesh Chandran,2025-09-07T15:13:00,,Open My PM List,
SC-000816,Machine QR,MC-030,Weld Compressor AC-02,TECH-05,Prakash R,2025-09-07T18:39:00,,Request Spare,CELL-07
SC-000817,Technician QR,,,TECH-02,Suresh Babu,2025-09-07T18:45:00,,Open My PM List,
SC-000818,Technician QR,,,TECH-01,Arun Kumar,2025-09-07T21:55:00,,Open My PM List,
SC-000819,Technician QR,,,TECH-02,Suresh Babu,2025-09-08T09:41:00,,Open My PM List,
SC-000820,Technician QR,,,TECH-03,Mohammed Rafi,2025-09-08T20:25:00,,Open My PM List,
SC-000821,Technician QR,,,TECH-04,Vignesh S,2025-09-09T09:55:00,,Open My PM List,
SC-000822,Machine QR,MC-029,Positioner PZ-01,TECH-07,Ramesh Chandran,2025-09-09T12:56:00,,View Last PM,CELL-07
SC-000823,Technician QR,,,TECH-05,Prakash R,2025-09-09T20:30:00,,Open My PM List,
SC-000824,Technician QR,,,TECH-05,Prakash R,2025-09-09T20:44:00,,Open My PM List,
SC-000825,Machine QR,MC-007,CNC Lathe TL-05,TECH-02,Suresh Babu,2025-09-10T11:50:00,WO-00069,Start PM Checklist,CELL-02
SC-000826,Technician QR,,,TECH-04,Vignesh S,2025-09-11T19:58:00,,Open My PM List,
SC-000827,Technician QR,,,TECH-08,Karthik V,2025-09-12T11:12:00,,Open My PM List,
SC-000828,Machine QR,MC-022,Leak Test Rig LT-01,TECH-04,Vignesh S,2025-09-12T12:34:00,,View Last PM,CELL-05
SC-000829,Technician QR,,,TECH-01,Arun Kumar,2025-09-13T19:55:00,,Open My PM List,
SC-000830,Machine QR,MC-031,Hyd Press HP-01,TECH-05,Prakash R,2025-09-13T22:10:00,,View Last PM,CELL-08
SC-000831,Machine QR,MC-002,CNC Lathe TL-02,TECH-07,Ramesh Chandran,2025-09-14T11:26:00,,View Last PM,CELL-01
SC-000832,Machine QR,MC-016,Tempering Furnace TF-01,TECH-01,Arun Kumar,2025-09-14T16:33:00,,Request Spare,CELL-04
SC-000833,Technician QR,,,TECH-06,Deepak Nair,2025-09-14T22:52:00,,Open My PM List,
SC-000834,Technician QR,,,TECH-04,Vignesh S,2025-09-15T07:19:00,,Open My PM List,
SC-000835,Machine QR,MC-007,CNC Lathe TL-05,TECH-01,Arun Kumar,2025-09-15T20:33:00,,View Last PM,CELL-02
SC-000836,Technician QR,,,TECH-10,Naveen Raj,2025-09-15T20:45:00,,Open My PM List,
SC-000837,Machine QR,MC-008,VMC MC-01,TECH-04,Vignesh S,2025-09-16T09:18:00,,View Last PM,CELL-02
SC-000838,Machine QR,MC-008,VMC MC-01,TECH-04,Vignesh S,2025-09-16T15:29:00,,View Last PM,CELL-02
SC-000839,Technician QR,,,TECH-04,Vignesh S,2025-09-17T11:42:00,,Open My PM List,
SC-000840,Technician QR,,,TECH-02,Suresh Babu,2025-09-17T15:27:00,,Open My PM List,
SC-000841,Technician QR,,,TECH-09,Sathish Kumar,2025-09-17T16:57:00,,Open My PM List,
SC-000842,Machine QR,MC-029,Positioner PZ-01,TECH-07,Ramesh Chandran,2025-09-17T21:53:00,,Log Abnormality,CELL-07
SC-000843,Technician QR,,,TECH-06,Deepak Nair,2025-09-18T09:11:00,,Open My PM List,
SC-000844,Technician QR,,,TECH-09,Sathish Kumar,2025-09-19T14:29:00,,Open My PM List,
SC-000845,Technician QR,,,TECH-08,Karthik V,2025-09-19T17:07:00,,Open My PM List,
SC-000846,Machine QR,MC-021,Assembly Stn AS-03,TECH-03,Mohammed Rafi,2025-09-19T19:15:00,,Report Breakdown,CELL-05
SC-000847,Technician QR,,,TECH-04,Vignesh S,2025-09-19T20:01:00,,Open My PM List,
SC-000848,Machine QR,MC-005,Chip Conveyor CC-01,TECH-01,Arun Kumar,2025-09-19T20:24:00,,Report Breakdown,CELL-01
SC-000849,Machine QR,MC-013,Deburring Unit DB-01,TECH-02,Suresh Babu,2025-09-20T06:47:00,,View Last PM,CELL-03
SC-000850,Machine QR,MC-008,VMC MC-01,TECH-01,Arun Kumar,2025-09-20T11:38:00,WO-00070,Start PM Checklist,CELL-02
SC-000851,Technician QR,,,TECH-10,Naveen Raj,2025-09-21T08:47:00,,Open My PM List,
SC-000852,Machine QR,MC-007,CNC Lathe TL-05,TECH-10,Naveen Raj,2025-09-21T09:52:00,,View Last PM,CELL-02
SC-000853,Machine QR,MC-009,VMC MC-02,TECH-03,Mohammed Rafi,2025-09-22T16:54:00,,Log Abnormality,CELL-02
SC-000854,Technician QR,,,TECH-01,Arun Kumar,2025-09-23T06:56:00,,Open My PM List,
SC-000855,Machine QR,MC-031,Hyd Press HP-01,TECH-01,Arun Kumar,2025-09-23T09:47:00,,Log Abnormality,CELL-08
SC-000856,Machine QR,MC-009,VMC MC-02,TECH-06,Deepak Nair,2025-09-23T17:47:00,,Request Spare,CELL-02
SC-000857,Technician QR,,,TECH-09,Sathish Kumar,2025-09-24T06:14:00,,Open My PM List,
SC-000858,Technician QR,,,TECH-08,Karthik V,2025-09-24T09:03:00,,Open My PM List,
SC-000859,Technician QR,,,TECH-04,Vignesh S,2025-09-24T10:10:00,,Open My PM List,
SC-000860,Technician QR,,,TECH-09,Sathish Kumar,2025-09-25T07:15:00,,Open My PM List,
SC-000861,Technician QR,,,TECH-04,Vignesh S,2025-09-26T13:51:00,,Open My PM List,
SC-000862,Machine QR,MC-029,Positioner PZ-01,TECH-03,Mohammed Rafi,2025-09-26T14:20:00,,Log Abnormality,CELL-07
SC-000863,Machine QR,MC-009,VMC MC-02,TECH-03,Mohammed Rafi,2025-09-26T16:02:00,WO-00071,Start PM Checklist,CELL-02
SC-000864,Machine QR,MC-030,Weld Compressor AC-02,TECH-05,Prakash R,2025-09-26T17:06:00,,View Last PM,CELL-07
SC-000865,Technician QR,,,TECH-03,Mohammed Rafi,2025-09-26T22:30:00,,Open My PM List,
SC-000866,Technician QR,,,TECH-04,Vignesh S,2025-09-27T14:35:00,,Open My PM List,
SC-000867,Technician QR,,,TECH-01,Arun Kumar,2025-09-28T18:19:00,,Open My PM List,
SC-000868,Machine QR,MC-003,CNC Lathe TL-03,TECH-08,Karthik V,2025-09-29T13:38:00,,Report Breakdown,CELL-01
SC-000869,Technician QR,,,TECH-03,Mohammed Rafi,2025-09-29T21:46:00,,Open My PM List,
SC-000870,Technician QR,,,TECH-03,Mohammed Rafi,2025-09-29T22:30:00,,Open My PM List,
SC-000871,Technician QR,,,TECH-08,Karthik V,2025-09-30T15:40:00,,Open My PM List,
SC-000872,Technician QR,,,TECH-02,Suresh Babu,2025-09-30T19:52:00,,Open My PM List,
SC-000873,Technician QR,,,TECH-01,Arun Kumar,2025-09-30T20:44:00,,Open My PM List,
SC-000874,Technician QR,,,TECH-03,Mohammed Rafi,2025-10-01T11:12:00,,Open My PM List,
SC-000875,Technician QR,,,TECH-03,Mohammed Rafi,2025-10-01T17:37:00,,Open My PM List,
SC-000876,Technician QR,,,TECH-04,Vignesh S,2025-10-02T10:18:00,,Open My PM List,
SC-000877,Machine QR,MC-021,Assembly Stn AS-03,TECH-09,Sathish Kumar,2025-10-02T12:39:00,,View Last PM,CELL-05
SC-000878,Technician QR,,,TECH-04,Vignesh S,2025-10-03T20:45:00,,Open My PM List,
SC-000879,Technician QR,,,TECH-03,Mohammed Rafi,2025-10-04T09:44:00,,Open My PM List,
SC-000880,Technician QR,,,TECH-04,Vignesh S,2025-10-05T08:45:00,,Open My PM List,
SC-000881,Machine QR,MC-006,CNC Lathe TL-04,TECH-03,Mohammed Rafi,2025-10-05T10:11:00,WO-00068,Start PM Checklist,CELL-02
SC-000882,Machine QR,MC-016,Tempering Furnace TF-01,TECH-01,Arun Kumar,2025-10-05T11:02:00,,View Last PM,CELL-04
SC-000883,Machine QR,MC-021,Assembly Stn AS-03,TECH-04,Vignesh S,2025-10-05T12:03:00,,Request Spare,CELL-05
SC-000884,Technician QR,,,TECH-06,Deepak Nair,2025-10-05T17:52:00,,Open My PM List,
SC-000885,Machine QR,MC-009,VMC MC-02,TECH-03,Mohammed Rafi,2025-10-06T19:40:00,,Report Breakdown,CELL-02
SC-000886,Technician QR,,,TECH-01,Arun Kumar,2025-10-06T22:30:00,,Open My PM List,
SC-000887,Technician QR,,,TECH-09,Sathish Kumar,2025-10-07T07:07:00,,Open My PM List,
SC-000888,Technician QR,,,TECH-03,Mohammed Rafi,2025-10-07T10:25:00,,Open My PM List,
SC-000889,Technician QR,,,TECH-09,Sathish Kumar,2025-10-07T12:53:00,,Open My PM List,
SC-000890,Technician QR,,,TECH-09,Sathish Kumar,2025-10-08T22:05:00,,Open My PM List,
SC-000891,Machine QR,MC-030,Weld Compressor AC-02,TECH-03,Mohammed Rafi,2025-10-09T15:53:00,,View Last PM,CELL-07
SC-000892,Technician QR,,,TECH-10,Naveen Raj,2025-10-09T19:14:00,,Open My PM List,
SC-000893,Technician QR,,,TECH-08,Karthik V,2025-10-09T22:47:00,,Open My PM List,
SC-000894,Technician QR,,,TECH-06,Deepak Nair,2025-10-10T13:42:00,,Open My PM List,
SC-000895,Machine QR,MC-022,Leak Test Rig LT-01,TECH-04,Vignesh S,2025-10-10T17:42:00,,View Last PM,CELL-05
SC-000896,Technician QR,,,TECH-06,Deepak Nair,2025-10-10T20:19:00,,Open My PM List,
SC-000897,Machine QR,MC-020,Assembly Stn AS-02,TECH-06,Deepak Nair,2025-10-11T06:52:00,,View Last PM,CELL-05
SC-000898,Technician QR,,,TECH-01,Arun Kumar,2025-10-11T09:54:00,,Open My PM List,
SC-000899,Technician QR,,,TECH-02,Suresh Babu,2025-10-11T17:57:00,,Open My PM List,
SC-000900,Machine QR,MC-025,Curing Oven CO-01,TECH-02,Suresh Babu,2025-10-12T10:03:00,,Record Spare Replaced,CELL-06
SC-000901,Machine QR,MC-031,Hyd Press HP-01,TECH-07,Ramesh Chandran,2025-10-12T18:10:00,,View Last PM,CELL-08
SC-000902,Technician QR,,,TECH-07,Ramesh Chandran,2025-10-12T21:40:00,,Open My PM List,
SC-000903,Technician QR,,,TECH-10,Naveen Raj,2025-10-13T16:27:00,,Open My PM List,
SC-000904,Machine QR,MC-023,Assy Conveyor CV-01,TECH-10,Naveen Raj,2025-10-14T10:09:00,,Report Breakdown,CELL-05
SC-000905,Technician QR,,,TECH-03,Mohammed Rafi,2025-10-15T07:24:00,,Open My PM List,
SC-000906,Technician QR,,,TECH-08,Karthik V,2025-10-15T15:21:00,,Open My PM List,
SC-000907,Technician QR,,,TECH-10,Naveen Raj,2025-10-15T22:44:00,,Open My PM List,
SC-000908,Machine QR,MC-010,Gear Hobber GH-01,TECH-09,Sathish Kumar,2025-10-16T08:31:00,,View Last PM,CELL-03
SC-000909,Technician QR,,,TECH-04,Vignesh S,2025-10-16T12:14:00,,Open My PM List,
SC-000910,Machine QR,MC-008,VMC MC-01,TECH-04,Vignesh S,2025-10-16T19:48:00,,View Last PM,CELL-02
SC-000911,Technician QR,,,TECH-04,Vignesh S,2025-10-17T12:47:00,,Open My PM List,
SC-000912,Machine QR,MC-010,Gear Hobber GH-01,TECH-07,Ramesh Chandran,2025-10-18T11:03:00,,Log Abnormality,CELL-03
SC-000913,Technician QR,,,TECH-05,Prakash R,2025-10-18T11:36:00,,Open My PM List,
SC-000914,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-07,Ramesh Chandran,2025-10-18T13:00:00,,Record Spare Replaced,CELL-04
SC-000915,Technician QR,,,TECH-06,Deepak Nair,2025-10-18T20:27:00,,Open My PM List,
SC-000916,Technician QR,,,TECH-06,Deepak Nair,2025-10-19T11:29:00,,Open My PM List,
SC-000917,Technician QR,,,TECH-03,Mohammed Rafi,2025-10-19T16:46:00,,Open My PM List,
SC-000918,Machine QR,MC-015,Sealed Quench SQ-02,TECH-02,Suresh Babu,2025-10-20T15:26:00,,Request Spare,CELL-04
SC-000919,Technician QR,,,TECH-09,Sathish Kumar,2025-10-20T16:49:00,,Open My PM List,
SC-000920,Machine QR,MC-004,Bar Feeder BF-01,TECH-08,Karthik V,2025-10-21T11:36:00,,View Last PM,CELL-01
SC-000921,Machine QR,MC-009,VMC MC-02,TECH-10,Naveen Raj,2025-10-21T19:28:00,,View Last PM,CELL-02
SC-000922,Technician QR,,,TECH-08,Karthik V,2025-10-22T13:01:00,,Open My PM List,
SC-000923,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-04,Vignesh S,2025-10-22T15:45:00,,View Last PM,CELL-04
SC-000924,Machine QR,MC-016,Tempering Furnace TF-01,TECH-05,Prakash R,2025-10-22T20:40:00,,View Last PM,CELL-04
SC-000925,Machine QR,MC-024,Paint Booth PB-01,TECH-05,Prakash R,2025-10-22T21:01:00,,Request Spare,CELL-06
SC-000926,Technician QR,,,TECH-05,Prakash R,2025-10-22T22:34:00,,Open My PM List,
SC-000927,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-05,Prakash R,2025-10-23T12:45:00,,Log Abnormality,CELL-04
SC-000928,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-09,Sathish Kumar,2025-10-23T18:37:00,,View Last PM,CELL-04
SC-000929,Machine QR,MC-002,CNC Lathe TL-02,TECH-05,Prakash R,2025-10-23T22:52:00,,Request Spare,CELL-01
